,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
589,193758,5876580,19 Webb Street,North Parramatta,2151,NSW,-33.803505,151.01869,house,714.0,1,1,2,True,589,0,1,1,703,"$1,123,333", ,Private Sale            , ,Dec 2002            , ,"$655,000            ",https://p360images.realestateview.com.au/default/19-webb-street-north-parramatta-nsw-2151-xl,"19 Webb Street, North Parramatta 2151 NSW is a house. It has 1 bedroom and 1 bathroom. This property is on a 703 square metre block of land. Last time it sold was for $655,000, which was in December 2002. ",19,Webb,Street
590,1032914,5886681,9 Anthony Street,Blacktown,2148,NSW,-33.749578,150.917312,house,,2,2,2,False,590,5,2,2,697, ,Auction            , ,Sep 2018            , ,"$840,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Evn0N5QQAJDS5nOsY5qkQyjl1f8XoEPUAjiDPQOJghU1/9-anthony-street-blacktown-nsw-2148_img0.jpg,"9 Anthony Street, Blacktown 2148 NSW is a house. It has 5 bedrooms and 2 bathrooms. The block size of this property is 697 square metres. In April 2010 this sold for $330,000. ",9,Anthony,Street
591,124449,5891800,12 Curran Road,Marayong,2148,NSW,-33.753617,150.89168600000002,house,,1,1,1,False,591,3,1,1,559,"$615,667",Private Sale            , ,Jul 2018            , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ZfKfyzztccYSzEm8PCXoz5mrcWA7MZhZZA6azg1aNZk1/12-curran-road-marayong-nsw-2148_img0.jpg,"12 Curran Road, Marayong 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The block size is 559 square metres and the ground is level. When it last sold in 2018, it went for $629,000. ",12,Curran,Road
592,3709374,5921754,17/7F Parkes Street,Harris Park,2150,NSW,-33.819363,151.00847,unit,,2,2,1,True,592,2,2,1,0,"$642,333", ,Private Sale            , ,Nov 2012            , ,"$500,000            ",https://p360images.realestateview.com.au/default/17-7f-parkes-street-harris-park-nsw-2150-xl,"17/7F Parkes Street, Harris Park 2150 NSW is a unit. It has 2 bedrooms and 2 bathrooms. According to our data, this last sold for $500,000 in November 2012. ",17/7F,Parkes,Street
593,2623404,5928762,6 Hunt Street,North Parramatta,2151,NSW,-33.794003000000004,151.00238000000002,house,,3,3,2,True,593,3,2,2,832,"$952,500",Private Sale            , ,Mar 2008            , ,"$475,000            ", ,https://p360images.realestateview.com.au/default/6-hunt-street-north-parramatta-nsw-2151-xl,"6 Hunt Street is a house in North Parramatta with 5 bedrooms and 3 bathrooms. Its postcode is 2151. This property is on a 832 sqm block of land. The last sold price we have on record for this property is $475,000 which is from March 2008. ",6,Hunt,Street
594,1454297,5929394,7/33-35 Windermere Avenue,Northmead,2152,NSW,-33.777825,151.00398700000002,unit,,2,2,2,True,594,0,0,0,0, ,Private Sale            , ,Sep 2011            , ,"$570,000            ", ,https://p360images.realestateview.com.au/default/7-33-35-windermere-avenue-northmead-nsw-2152-xl,"This unit previously sold for $570,000 in September 2011. ",7/33-35,Windermere,Avenue
595,123964,5935099,18 Andrew Place,North Rocks,2151,NSW,-33.770624,151.015002,house,903.0,3,3,4,True,595,5,3,4,864,"$1,407,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Jibh9U2x4ZVYnpYjd5B0eR114F4PcdPP2wXbyHtvrJw1/18-andrew-place-north-rocks-nsw-2151_img0.jpg,This is a house in North Rocks with 5 bedrooms and 3 bathrooms. Its postcode is 2151. The size of this block is 864 square metres. ,18,Andrew,Place
596,1175615,5952042,9 Rae Street,Seven Hills,2147,NSW,-33.769231,150.92627099999999,house,733.0,1,1,0,True,596,3,1,0,783, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/hDqjUDd1UasJQhiePPFjhEJnVeObNl7-MSwF2ZiB5fk1/9-rae-street-seven-hills-nsw-2147_img0.jpg,"9 Rae Street is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. This property is on a 783 square metre block of land. Last time it sold, it went for $365,000, which was in August 2013. ",9,Rae,Street
597,223965,5958525,6/63 Victoria Road,Parramatta,2150,NSW,-33.809265,151.01303000000001,unit,,1,1,2,True,597,1,1,1,0,"$476,667", , , , , , ,https://p360images.realestateview.com.au/default/6-63-victoria-road-parramatta-nsw-2150-xl,"6/63 Victoria Road is a unit in Parramatta with 1 bedroom and 1 bathroom. Its postcode is 2150. It was last sold in 2016 for $404,950. ",6/63,Victoria,Road
598,2598791,5961015,4 Ashgrove Crescent,Blacktown,2148,NSW,-33.789941,150.902613,house,550.0,1,1,4,True,598,3,1,2,550,"$597,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Wl2zmM9ReDUcwc3FaTyLDv5Pks9cmYD18L_bHTg6eyY1/4-ashgrove-crescent-blacktown-nsw-2148_img0.jpg,"4 Ashgrove Crescent, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. Its block size is 550 sqm. ",4,Ashgrove,Crescent
599,842140,5966214,20 Collett Crescent,Kings Langley,2147,NSW,-33.755518,150.950571,house,721.0,2,2,3,False,599,5,2,3,721,"$905,500",Private Sale            ,Private Sale            ,Jul 2018            ,Apr 1996            ,"$960,000            ","$223,500            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/PcnSq5pBrFBVFkY-k1PAm_slGbGLC6SAciKXp--cN1k1/20-collett-crescent-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 5 bedrooms and 2 bathrooms. The block size is 721 square metres. According to our data, this was last sold for $960,000 in July 2018. ",20,Collett,Crescent
600,4100794,5967152,7/8E Myrtle Street,Prospect,2148,NSW,-33.796040000000005,150.90593,unit,,2,2,2,True,600,4,2,0,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/AYccbX2O6xMODPQ6XTqngBk-0bzb5kUEd4n2w0qJIt01/7-8e-myrtle-street-prospect-nsw-2148_img0.jpg,"This is a unit in Prospect, 2148 with 4 bedrooms and 2 bathrooms. ",7/8E,Myrtle,Street
601,4090642,5969693,5/27 Albert Street,North Parramatta,2151,NSW,-33.804342,151.009172,unit,,2,2,1,True,601,3,2,1,0,"$635,029",Private Sale            ,Private Sale            ,May 2018            ,Aug 2014            ,"$715,000            ","$563,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/zef9t1TwdE7P_Zn3nH4T1m4RdkKg0SU_k5z0uQ5GEG01/5-27-albert-street-north-parramatta-nsw-2151_img0.jpg,"5/27 Albert Street is a unit in North Parramatta with 3 bedrooms and 2 bathrooms. Its postcode is 2151. According to our data, this last sold for $715,000 in May 2018. ",5/27,Albert,Street
602,128503,5974155,65 Bungaree Road,Toongabbie,2146,NSW,-33.7916,150.96028,house,556.0,1,1,2,True,602,3,1,2,572, ,Private Sale            ,Private Sale            ,Sep 2018            ,Oct 2017            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/QfyXAEqESqvwS3eqxCMizBSJhjMd8RhEuaAT3XBuVNs1/65-bungaree-road-toongabbie-nsw-2146_img0.jpg,"65 Bungaree Road is a house in Toongabbie with 3 bedrooms and 1 bathroom. Its postcode is 2146. The land area is 572 square metres. It was last sold in 2018 for $722,000. ",65,Bungaree,Road
603,1306774,5977955,41 James Street,Seven Hills,2147,NSW,-33.780403,150.92236100000002,house,594.0,3,3,2,True,603,3,3,2,601, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/kHkYsPuDQ8tyOIbLqW0RCciwEA3r2RR4TlI9B4iAmMs1/41-james-street-seven-hills-nsw-2147_img0.jpg,"41 James Street, Seven Hills 2147 NSW is a house with 3 bedrooms and 3 bathrooms. It is on a block of land that is 601 square metres. ",41,James,Street
604,4169257,5980022,25A BULLI ROAD,Toongabbie,2146,NSW,-33.790253,150.95946999999998,land,,0,0,0,False,604,0,0,0,877, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/dqi0fC56FQTFtGJZEJszIZ30g1M025ldgnbqZF-w2kA1/25a-bulli-road-toongabbie-nsw-2146_img0.jpg,"Its land area is 877 square metres. Last time it sold, it went for $1,171,000, which was in 2016. ",25A,BULLI,Road
605,1120864,5985401,15 Auburn Street,Parramatta,2150,NSW,-33.825758,150.992945,house,,1,1,2,True,605,4,1,2,469, ,Private Sale            ,Private Sale            ,Oct 2018            ,Mar 1995            ,"$780,000            ","$120,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/LB8-7UoMg0xcoxQ5RZmNwOFCgMyL3VCjgCesuIqqKlc1/15-auburn-street-parramatta-nsw-2150_img0.jpg,"15 Auburn Street, Parramatta 2150 NSW is a house with 4 bedrooms and 1 bathroom. The block size is 469 sqm. According to our records, this last sold for $780,000 in October 2018. ",15,Auburn,Street
606,4092875,5991580,109 Wall Park Avenue,Blacktown,2148,NSW,-33.775489,150.920684,house,600.0,2,2,2,True,606,4,2,2,603,"$764,600",Auction            ,Private Sale            ,May 2018            ,Mar 2001            ,"$800,000            ","$280,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ch1fMQIwLljBk--HtJfkO0H5Kdri55EhzH2U4586f-81/109-wall-park-avenue-blacktown-nsw-2148_img0.jpg,"109 Wall Park Avenue, Blacktown 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. It is on a block of land that is 603 square metres. When it last sold in 2018, it went for $800,000. ",109,Wall Park,Avenue
607,68360,6007866,9 Irelands Road,Blacktown,2148,NSW,-33.76399,150.89172,house,1012.0,1,1,1,True,607,4,1,1,1010,"$676,667",Private Sale            ,Private Sale            ,May 2018            ,Aug 1994            ,"$805,500            ","$158,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/YSPwNLtWjJ67-pJ29YmzaauJ0VLF-Esl4c2kJXRZl-U1/9-irelands-road-blacktown-nsw-2148_img0.jpg,"9 Irelands Road, Blacktown 2148 NSW is a house with brick veneer walls. This property has 4 bedrooms and 1 bathroom. The block size of this property is 1010 square metres. It was last sold in 1994 for $158,000. ",9,Irelands,Road
608,4071306,6015380,3 Cornelia Road,Toongabbie,2146,NSW,-33.78694,150.9498,house,470.0,1,1,4,True,608,2,2,4,470,"$647,000", ,Private Sale            , ,Jul 1986            , ,"$145,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/BQy1rnpsB7bwVJnxfJ27-dbfwQ5KTQm6u1xaLnpZ_uE1/3-cornelia-road-toongabbie-nsw-2146_img0.jpg,"3 Cornelia Road is a house in Toongabbie with 2 bedrooms and 2 bathrooms. Its postcode is 2146. This last sold for $145,000 in July 1986. ",3,Cornelia,Road
609,4092218,6024348,25 Allen Road,Blacktown,2148,NSW,-33.754554999999996,150.919877,house,600.0,1,1,1,True,609,3,1,1,607,"$633,333",Private Sale            ,Private Sale            ,May 2018            ,Nov 2011            ,"$615,000            ","$330,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/rAqeQkBfOguCsxfIPuAz7nlxC1uzBNaO3zybF07KxSc1/25-allen-road-blacktown-nsw-2148_img0.jpg,"25 Allen Road, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The size of this block is 607 sqm. It was last sold in 2018 for $615,000. ",25,Allen,Road
610,1837856,6028424,27/24 Campbell Street,Parramatta,2150,NSW,-33.817802,150.99936,unit,,2,2,1,True,610,2,2,1,0,"$638,667", ,Private Sale            , ,Nov 2016            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/iqTHXnzybouZ3hTtJNzF0qNjUmAmaWjIOQh25F9A2eo1/27-24-campbell-street-parramatta-nsw-2150_img0.jpg,"27/24 Campbell Street, Parramatta 2150 NSW is a unit with a tile roof. This property has 2 bedrooms and 2 bathrooms. According to our records, this last sold for $581,000 in November 2016. ",27/24,Campbell,Street
611,68248,6052735,2/21-29 Third Avenue,Blacktown,2148,NSW,-33.765008,150.910125,unit,,1,1,1,True,611,1,1,1,0, ,Private Sale            ,Auction            ,Sep 2014            ,Aug 2012            ,"$298,000            ","$205,000            ",https://p360images.realestateview.com.au/default/2-21-29-third-avenue-blacktown-nsw-2148-xl,"This is a unit in Blacktown, 2148 with 1 bedroom and 1 bathroom. The last sold price we have on record for 2/21-29 Third Avenue is $298,000 which is from September 2014. ",2/21-29,Third,Avenue
612,128450,6060040,17 Tucks Road,Toongabbie,2146,NSW,-33.784003000000006,150.958866,house,557.0,2,2,2,True,612,3,2,2,557,"$774,333", ,Private Sale            , ,Jun 2018            , ,"$820,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/khCraQOdXBFNl9se8MZ3KpTicRcrXnVlTl7cIO7hOp81/17-tucks-road-toongabbie-nsw-2146_img0.jpg,"17 Tucks Road is a house in Toongabbie with 3 bedrooms and 2 bathrooms. Its postcode is 2146. The land area is 557 square metres. According to our records, this last sold for $820,000 in June 2018. ",17,Tucks,Road
613,3353156,6062986,75 Northcott Road,Lalor Park,2147,NSW,-33.761028,150.929449,house,600.0,1,1,1,True,613,3,1,1,604, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Lb4_IiE8d7eU4S0X9YItRDibc4XWBn2BYDS5oJtYDhI1/75-northcott-road-lalor-park-nsw-2147_img0.jpg,"75 Northcott Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. The size of this block is 604 sqm. The last sold price we have on record for this address is $103,000 which is from May 1991. ",75,Northcott,Road
614,338387,6065105,49 Tallawong Avenue,Blacktown,2148,NSW,-33.780418,150.882527,house,645.0,2,2,3,True,614,3,2,3,618,"$671,000",Private Sale            ,Private Sale            ,Jul 2018            ,Oct 1994            ,"$100,000            ", ,https://p360images.realestateview.com.au/default/49-tallawong-avenue-blacktown-nsw-2148-xl,"49 Tallawong Avenue is a house in Blacktown with 3 bedrooms and 2 bathrooms. Its postcode is 2148. This property is on a 618 square metre block of land. In October 1994 it sold for $100,000. ",49,Tallawong,Avenue
615,2919836,6068318,121 Victoria Rd,Parramatta,2150,NSW,-33.808786,151.017661,house,,3,3,2,False,615,4,3,2,341, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/_dd8nNOgMkDvCG-yaQXiiuKei8AiH4E0jSdswgF12Ac1/121-victoria-road-parramatta-nsw-2150_img0.jpg,"121 Victoria Road, Parramatta 2150 NSW is a house. This property has 4 bedrooms and 3 bathrooms. The land area of this property is 367 sqm. ",121,Victoria,Road
616,4155026,6068993,5 Tagu Place,Kings Park,2148,NSW,-33.741257,150.917,house,,3,3,2,True,616,3,1,1,239, ,Private Sale            ,Private Sale            ,Jul 2013            ,Feb 2004            ,"$110,000            ","$380,000            ",https://p360images.realestateview.com.au/default/5-tagu-place-kings-park-nsw-2148-xl,"The size of this block is 242 sqm. In July 2013 it sold for $110,000. ",5,Tagu,Place
617,68319,6076599,7/16 Filey Street,Blacktown,2148,NSW,-33.79019,150.906781,unit,204.0,1,1,2,True,617,3,1,2,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/F9SRCGyI-EE4me3mHeHod63n4pSiCVTGNLlB_0kmAPs1/7-16-filey-street-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. 7/16 Filey Street Blacktown last sold for $326,000 in 2004. ",7/16,Filey,Street
618,4112308,6081603,61 Picasso Crescent,Old Toongabbie,2146,NSW,-33.784434999999995,150.96909,house,,2,2,3,True,618,4,2,1,563,"$918,667",Private Sale            ,Private Sale            ,Nov 2013            ,Feb 1994            ,"$600,000            ","$138,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fbJHoBeNcPIqBFiTXFM4bhyuCqF2dn4aVRdd8gNgmW81/61-picasso-crescent-old-toongabbie-nsw-2146_img0.jpg,"61 Picasso Crescent is a house in Old Toongabbie with 4 bedrooms and 2 bathrooms. Its postcode is 2146. This is on a 563 sqm block of land. It last sold in 2013 for $600,000. ",61,Picasso,Crescent
619,2489300,6082320,2 Sutherland Avenue,Kings Langley,2147,NSW,-33.750901,150.933044,house,697.0,2,2,3,True,619,3,2,3,736,"$736,667",Private Sale            ,Private Sale            ,Apr 2013            ,Jul 2011            ,"$525,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/gi3Tx5btASL1Y8bbUqCF021J7NrA3QhKkBh2YCGBv0Q1/2-sutherland-avenue-kings-langley-nsw-2147_img0.jpg,"2 Sutherland Avenue, Kings Langley 2147 NSW is a house. This property has 3 bedrooms and 2 bathrooms. This property is on a 736 sqm block of land. The last time this property sold was in 2013 for $550,500. ",2,Sutherland,Avenue
620,68487,6091156,27 Lyton Street,Blacktown,2148,NSW,-33.760371,150.89422199999998,house,562.0,1,1,1,False,620,0,0,0,0,"$543,333", , , , , , ,https://p360images.realestateview.com.au/default/27-lyton-street-blacktown-nsw-2148-xl,This is a house in Blacktown with 4 bedrooms and 1 bathroom. Its postcode is 2148. Its block size is 473 sqm. ,27,Lyton,Street
621,193753,6093222,2/27 William Street,North Parramatta,2151,NSW,-33.798463,151.00794199999999,unit,,2,2,1,True,621,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/wb1Y0qMVaoGUDlfAvUJd63-y612JUh3Tnz4pyu5bv_M1/2-27-william-street-north-parramatta-nsw-2151_img0.jpg,"This is a unit in North Parramatta, 2151 with 2 bedrooms and 2 bathrooms. In July 2018 this property sold for $550,000. ",2/27,William,Street
622,3531494,6100354,3 Walters Rd,Blacktown,2148,NSW,-33.770545,150.896977,house,,1,1,3,True,622,3,1,3,565,"$598,167",Auction            , ,Feb 1989            , ,"$207,000            ", ,https://p360images.realestateview.com.au/default/3-walters-road-blacktown-nsw-2148-xl,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. Its block size is 565 sqm. Last time it sold, it went for $207,000, which was in February 1989. ",3,Walters,Road
623,3216089,6101013,50 Moffatt Drive,Lalor Park,2147,NSW,-33.76083,150.93751899999998,house,550.0,1,1,2,True,623,2,1,2,544, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/wQiw6k1riU7EGOG2gfsZBW3JP130SXVTzfhbxGUMpN81/50-moffatt-drive-lalor-park-nsw-2147_img0.jpg,"This is a house in Lalor Park, 2147 with 2 bedrooms and 1 bathroom. The block size is 544 sqm. ",50,Moffatt,Drive
624,223738,6102318,9/99 Great Western Highway,Parramatta,2150,NSW,-33.818756,150.99466,unit,,1,1,1,True,624,2,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/eTSfP4XFUM5ukFBtn_xWG9Yf9d_P-ukoWmoZZ6u2YZc1/9-99-great-western-highway-parramatta-nsw-2150_img0.jpg,"9/99 Great Western Highway, Parramatta 2150 NSW is a unit. It has 2 bedrooms and 1 bathroom. This unit previously sold for $145,000 in February 1998. ",9/99,Great Western,Highway
625,4151533,6105274,17A Lamonerie Street,Toongabbie,2146,NSW,-33.787014,150.95633,house,713.0,2,2,3,False,625,0,0,0,706,"$703,333",Private Sale            , ,Jul 1983            , ,"$23,000            ", ,https://p360images.realestateview.com.au/default/17a-lamonerie-street-toongabbie-nsw-2146-xl,This is on a 706 sqm block of land. ,17A,Lamonerie,Street
626,216234,6109215,313 Seven Hills Road,Seven Hills,2147,NSW,-33.76068,150.95401,house,,4,4,2,True,626,5,4,2,4497, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/EyjVYHnhzbnDUebxD3dxj8uv6RPLeETxOhhw46xRl5A1/313-seven-hills-road-seven-hills-nsw-2147_img0.jpg,313 Seven Hills Road is a house in Seven Hills with 5 bedrooms and 4 bathrooms. Its postcode is 2147. The size of this block is 4497 sqm. ,313,Seven Hills,Road
627,35638,6120274,2/112 Harris Street,Harris Park,2150,NSW,-33.819534000000004,151.01090200000002,unit,,1,1,1,True,627,2,1,1,0, , ,Private Sale            , ,Oct 2011            , ,"$351,000            ",https://p360images.realestateview.com.au/default/2-112-harris-street-harris-park-nsw-2150-xl,"This is a unit in Harris Park with 2 bedrooms and 1 bathroom. Its postcode is 2150. According to our records, this last sold for $351,000 in October 2011. ",2/112,Harris,Street
628,3916859,6131615,75 Valparaiso Avenue,Toongabbie,2146,NSW,-33.79909,150.93085,house,,1,1,2,True,628,3,1,2,584, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/wxzlzhVTbCLwrE-FZSncCatQo0YRU_5OzrUTrtTXLCU1/75-valparaiso-avenue-toongabbie-nsw-2146_img0.jpg,"This is a house in Toongabbie, 2146 with 3 bedrooms and 1 bathroom. This property is on a 584 square metre block of land. ",75,Valparaiso,Avenue
629,128511,6132300,20/38 Cooyong Crescent,Toongabbie,2146,NSW,-33.786682,150.95233000000002,unit,,1,1,1,True,629,2,1,1,1928, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/cbW0Sa7z3JjU9BU_tgBOUEMpRLAjQTpuyi4fC3u1kv81/20-38-cooyong-crescent-toongabbie-nsw-2146_img0.jpg,"20/38 Cooyong Crescent, Toongabbie 2146 NSW is a house. This property has 2 bedrooms and 1 bathroom. ",20/38,Cooyong,Crescent
630,1397220,6136233,90/68 Macarthur Street,Parramatta,2150,NSW,-33.809677,151.0151,unit,,2,2,1,True,630,3,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/q-2IXLKUC5lD8abcc1YiqWl0ySdi3FFuVz3F3cZIOTY1/90-68-macarthur-street-parramatta-nsw-2150_img0.jpg,"90/68 Macarthur Street, Parramatta 2150 NSW is a unit with 3 bedrooms and 2 bathrooms. ",90/68,Macarthur,Street
631,3929434,6159604,14/1 Boyd Street,Blacktown,2148,NSW,-33.771460999999995,150.915876,unit,99.0,1,1,1,True,631,2,1,1,0, , ,Private Sale            , ,Nov 2013            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/QWBQkXJJXF4c75X-Zf2NnMBHNCUNM8bEM-PaRwOXYEc1/14-1-boyd-street-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown with 2 bedrooms and 1 bathroom. Its postcode is 2148. According to our records, this was last sold for $340,000 in November 2013. ",14/1,Boyd,Street
632,4171881,6168694,707/45 Macquarie Street,Parramatta,2150,NSW,-33.815506,151.0011,unit,,1,1,1,True,632,1,1,1,0,"$411,000", , , , , , ,https://p360images.realestateview.com.au/default/707-45-macquarie-street-parramatta-nsw-2150-xl,"707/45 Macquarie Street, Parramatta 2150 NSW is a unit. It has 1 bedroom and 1 bathroom. ",707/45,Macquarie,Street
633,3927137,6170647,67 Daraya Rd,Marayong,2148,NSW,-33.75053,150.89207,house,658.0,3,3,2,False,633,5,3,2,673,"$782,667", ,Private Sale            , ,Aug 2014            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Zgns7OouwT1sSbR73WgpHXSEhq1NWhuqIVpgb9_TvyE1/67-daraya-road-marayong-nsw-2148_img0.jpg,"67 Daraya Road, Marayong 2148 NSW is a house with 5 bedrooms and 3 bathrooms. This is on a 673 square metre block of land. According to our records, this was last sold for $609,000 in August 2014. ",67,Daraya,Road
634,51102,6180116,5/65-71 Beamish Road,Northmead,2152,NSW,-33.797670000000004,150.99191000000002,unit,,2,2,2,True,634,3,2,2,0, , ,Private Sale            , ,Jan 2007            , ,"$365,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1GwQR8rl95mXrNf77lOnQymqlDJOa-2fIaMzb4keyEk1/5-65-71-beamish-road-northmead-nsw-2152_img0.jpg,"5/65-71 Beamish Road, Northmead 2152 NSW is a unit. It has 3 bedrooms and 2 bathrooms. It was last sold in January 2007 for $365,000. ",5/65-71,Beamish,Road
635,4067417,6181214,3/97-99 Hammers Road,Northmead,2152,NSW,-33.790081,150.98172,unit,,2,2,2,True,635,3,2,2,0, , ,Private Sale            , ,Jan 2019            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/pcshy754IhdfxbILOBD3L84qPAZ4WOImdJvqdh2JKuM1/3-97-99-hammers-road-northmead-nsw-2152_img0.jpg,"This is a unit in Northmead, 2152 with 3 bedrooms and 2 bathrooms. In September 1998 this home sold for $195,000. ",3/97-99,Hammers,Road
636,537610,6184275,3/16 Bellevue Street,North Parramatta,2151,NSW,-33.798840999999996,151.00640900000002,unit,,1,1,1,True,636,2,1,1,0,"$1,279,000", ,Private Sale            , ,Jun 2002            , ,"$248,500            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/MScZoMIHG9JBd43U12HAfhZvQGmiUoPMmQlhQv2NkQE1/3-16-bellevue-street-north-parramatta-nsw-2151_img0.jpg,"3/16 Bellevue Street, North Parramatta 2151 NSW is a unit. It has 2 bedrooms and 1 bathroom. Last time it sold, it went for $248,500, which was in 2002. ",3/16,Bellevue,Street
637,1456723,6199710,14 Noora Place,Marayong,2148,NSW,-33.739963,150.89701499999998,house,,2,2,2,False,637,3,2,2,0,"$719,833", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/41uDO1D96XlU49kfX-Rl3N98LlzgEYV1bnRYmF9qSyo1/14-noora-place-marayong-nsw-2148_img0.jpg,14 Noora Place is a house in Marayong with 3 bedrooms and 2 bathrooms. Its postcode is 2148. Its land area is 601 square metres. ,14,Noora,Place
638,2239980,6199816,73 Lamonerie Street,Toongabbie,2146,NSW,-33.7933,150.954565,house,562.0,1,1,1,True,638,3,2,1,571,"$754,333", ,Private Sale            , ,Feb 2010            , ,"$425,000            ",https://p360images.realestateview.com.au/default/73-lamonerie-street-toongabbie-nsw-2146-xl,"73 Lamonerie Street, Toongabbie 2146 NSW is a house. This property has 3 bedrooms and 1 bathroom. The size of this block is 571 square metres. According to our data, this was last sold for $425,000 in February 2010. ",73,Lamonerie,Street
639,3129980,6200517,5/11 Brisbane Street,Harris Park,2150,NSW,-33.823795000000004,151.01196000000002,unit,,1,1,2,True,639,2,1,2,0,"$435,000",Auction            , ,Mar 2015            , ,"$480,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/4WQSYr6i71eFgQ_SYAbfsjxhbZYbqw4y6ETc2eSxRK01/5-11-brisbane-street-harris-park-nsw-2150_img0.jpg,"5/11 Brisbane Street, Harris Park 2150 NSW is a unit. This property has 2 bedrooms and 1 bathroom. Our records show that this was last sold in 2015 for $480,000. ",5/11,Brisbane,Street
640,223832,6201368,190/109-113 George Street,Parramatta,2150,NSW,-33.815630999999996,151.010213,unit,,2,2,1,True,640,2,2,1,0, ,Private Sale            , ,Dec 2018            , ,"$650,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/dhI7HhSJfB_rywSBbC6iKVkiCXvBFrme2Z6Jfb11I_k1/190-109-113-george-street-parramatta-nsw-2150_img0.jpg,"190/109-113 George Street, Parramatta 2150 NSW is a unit with 2 bedrooms and 2 bathrooms. Last time it sold, it went for $650,000, which was in 2018. ",190/109-113,George,Street
641,2969818,6233019,26/18-22 Campbell Street,Northmead,2152,NSW,-33.789448,150.998253,unit,,2,2,2,True,641,3,2,2,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/YtwkqsHhj9r2zaBInzPryovNCSpZjsVGu0noJQR_Okw1/26-18-22-campbell-street-northmead-nsw-2152_img0.jpg,"26/18-22 Campbell Street is a unit in Northmead with 3 bedrooms and 2 bathrooms. Its postcode is 2152. In August 2013 it sold for $500,000. ",26/18-22,Campbell,Street
