,title,description,advertiser,date,salary,worktype,classificaiton,sub_classificaiton,city,suburb,link,category
439,BIG DATA ENGINEER - Cloudera / Hortonworks / Spark / Scala ,"
AUSTRALIAN CITIZENS ONLY TO APPLY 
 
My Canberra based clients are looking for an experienced Big Data Architect or Lead Engineer who has a passion for Data with experience working in enterprise environments on large scale Big Data projectsYou
          will have development and architecture experience across a range of cutting-edge tools and technologies including Hadoop, Spark, Python, Scala, Cloudera and
          or Hortonworks, Kafka and many more.

Essential Skills:

AUSTRALIAN CITIZEN


5+ years designing and implementing analytical solutions based on big data platforms.
DevOps Management tools and processes - CI/CD, Ansible, Puppet, Chef etc
Essential experience with: Hadoop, Spark, Python, Scala, Cloudera and /or Hortonworks toolset, Kafka.
Strong technical knowledge of metadata, data integration and BI analytics tools.
Strong understanding and application of Data Quality/Governance initiatives.
Experience with Teradata / Netezza / Oracle Exadata Data warehouse platforms or equivalent.

 
Please apply directly via the Apply for this job button. Only suitable candidates matching client criteria will be contacted.
", this company,12 Mar 2019,Attractive daily rate,Contract/Temp,Information & Communication Technology,Information & Communication Technology,ACT,ACT,https://www.seek.com.au/job/38552462?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
440,Solutions Architect (Hadoop),, this company,10 Mar 2019,"$130,000 - $179,999 + Insurance + Bonus + RSU",Full Time,Information & Communication Technology,Information & Communication Technology,ACT,ACT,https://www.seek.com.au/job/38538562?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
441,"Senior SAP BW/BI Consultant with an understanding of Big Data (Hadoop, NiFi etc)","
Welcome to Morgan Campbell SAP Executive Search, New Zealand's ONLY SAP specialist recruiters. We have a team of SAP Recruitment experts waiting to assist you secure that next important SAP role! 
Job description
This role is based in either Auckland or Wellington New Zealand. Let me know which you prefer! 
We are currently looking for an experienced tech-savvy Senior SAP BW/BI Consultant with a good understanding of the Big Data landscape and tools (Hadoop, NiFi etc) to join a team of dedicated BW/BI professionals in beautiful Auckland,
                      New Zealand.
We are looking for someone with well developed English language communication skills who naturally comes across as credible and knowledgeable in their areas of expertise.
Skill Requirements
The following skills are required to fill these roles:

Minimum 5 years experience in SAP BW, including HANA, and BOBJ skills.
Good understanding of the Big Data landscape and tools including Hadoop, NiFi etc - ideally with project experience
Additional experience with S/4 HANA Embedded Analytics and/or BW/4HANA a real bonus
Good understanding of ABAP, creating CDS views etc.
Computer Science degree or similar preferred.
Developed English language communication skills essential.

An generous salary package is on offer as well as a chance to work for a fantastic NZ brand.
OUR CLIENT WILL ASSIST WITH WORK VISAS AND RELOCATION EXPENSES IF REQUIRED!
If you are interested in knowing more, please send us your resume in word format to intelligence@morgancampbell.com or call us now to discuss on +64 9 3777 689 
  
", this company,5 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Melbourne,Melbourne,https://www.seek.com.au/job/38492905?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
442,Hadoop Developer,"Rare opportunity to join an exceptional development team with a global organisation.  If you're a Hadoop Developer with excellent technical skills, the desire to grow your career and want to work with a dynamic and supportive team, please apply
        below. Citizenship requirements: Australian citizen  Location:  AdelaidePermanent positionEssential: 

Proven working experience as Hadoop Developer
Strong knowledge of and experience with Hadoop ecosystem and its components i.e. HDFS, HBase, Pig, Hive, Impala, Sqoop, Kafka, Flume, Oozie, etc.
Strong knowledge of and experience with two or more scripting languages e.g. Pig, Java, Scala, R and Python
Data modelling experience with OLTP and OLAP
Good knowledge of concurrency and multi-threading concepts
Understanding of the usage of various data visualization tools like Zoomdata, QlikView, Business Objects etc.
Basic knowledge of SQL, database structures, principles and theories
Knowledge of popular ETL tools like SAP Data Sevices, Talend, Informatica etc.
 Please note that only applicants who meet the requirements will be contacted. If you are interested in this role, please APPLY NOW. For more information, please contact Amy on 02 6113 7522 or via email on amy.yensch@igniteco
        .com ", this company,13 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Adelaide,Adelaide,https://www.seek.com.au/job/38559580?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
443,"Senior SAP BW/BI Consultant with an understanding of Big Data (Hadoop, NiFi etc)","
Welcome to Morgan Campbell SAP Executive Search, New Zealand's ONLY SAP specialist recruiters. We have a team of SAP Recruitment experts waiting to assist you secure that next important SAP role! 
Job description
This role is based in either Auckland or Wellington New Zealand. Let me know which you prefer! 
We are currently looking for an experienced tech-savvy Senior SAP BW/BI Consultant with a good understanding of the Big Data landscape and tools (Hadoop, NiFi etc) to join a team of dedicated BW/BI professionals in beautiful Auckland,
                      New Zealand.
We are looking for someone with well developed English language communication skills who naturally comes across as credible and knowledgeable in their areas of expertise.
Skill Requirements
The following skills are required to fill these roles:

Minimum 5 years experience in SAP BW, including HANA, and BOBJ skills.
Good understanding of the Big Data landscape and tools including Hadoop, NiFi etc - ideally with project experience
Additional experience with S/4 HANA Embedded Analytics and/or BW/4HANA a real bonus
Good understanding of ABAP, creating CDS views etc.
Computer Science degree or similar preferred.
Developed English language communication skills essential.

An generous salary package is on offer as well as a chance to work for a fantastic NZ brand.
OUR CLIENT WILL ASSIST WITH WORK VISAS AND RELOCATION EXPENSES IF REQUIRED!
If you are interested in knowing more, please send us your resume in word format to intelligence@morgancampbell.com or call us now to discuss on +64 9 3777 689 
  
", this company,5 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38492897?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
444,Hadoop Developer,"
ABOUT US:We are focused on offering IT consulting, technology and outsourcing solutions and services. We have a team of consultants who are experts in Banking and Financial Services, Health and Insurance, Automotive, Defense,
          Aerospace and Security, Energy, Semiconductors, Retail and Consumer Sector who help our clients remain up to date to changing technologies in their domain and remain ahead of competition, grow quickly and become more profitable.Our operation
          is spread across United States, United Kingdom and Asia Pacific markets enabling clients to get access to expert local talent for their technological solutions and bringing cost advantages on hiring local talent and building a diversified talent
          pool. We are a trusted partner to several Multinational Companies globally for managing their end-to-end Product Life Cycle and enhancing business processes.
ABOUT OUR CLIENT:Our client is one of the leading Information, Communications and Technology (ICT) Company providing world-class business consulting, information technology and communication services and has development and
          delivery centre’s across the globe serving several Fortune 500 companies.Our client is a provider of financial technology products, legacy modernization services and consulting for core banking, corporate banking, wealth & asset management
          and insurance.
JOB DESCRIPTION:
Role: Hadoop Developer 
Work Location: Sydney
Experience:   More than 5 years
Detailed job description:
 Mandatory Skills: ·       Over all 5 years’ experience, with at least 2 years’ experience on Hadoop technologies.·      Install, configure and
          maintain enterprise hadoop environment.Expereince in SparkExpeieence in Data ModellingExpereince in Python
", this company,5 Mar 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38502724?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
445,Hadoop Admin/Support Engineer,"Hadoop Engineer

Contract or Permanent role
Sydney
 About the roleThis is a great opportunity for Hadoop Engineer with hands-on experience on working on multiple big data technologies likes Kafka, Hive, Spark, HBase, HDFS, Map-reduce  etc About You

Implementing and administering Hadoop infrastructure.
Responding and resolving L2/L3 support on deployment on Hadoop platform
Expertise in Cloudera distribution, Hadoop Cluster capacity planning, performance tuning, cluster Monitoring, Troubleshooting.
Analyzing log files for Hadoop and finding the root cause.
Expertise in map reduce/spark jobs for performance improvements
Understanding the security requirements and integrating with Kerberos authentication infrastructure
  Benefits

Fast paced environment with a leading edge technology and innovation
Working in a collaborative environment with highly talented and motivated colleagues that are passionate about knowledge sharing
    All applicants need full Australian working rights to apply and unfortunately, we do not offer sponsorship.If this sounds like you APPLY NOW, or email me at Asmitha@ctmr.com.au
", this company,11 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38545070?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
446,Big Data Solution Architect (Spark / Hadoop / Python / DevOps),"A big brand with a reputation for leading the way with Big Data is looking for a Solution Architect who is passionate about building cutting edge Big Data solutions
        in an Agile DevOps environment.  This company is investing significantly into their Big Data capability, with a huge project environment &
        a push to provide a world-class data processing capability.  With big budgets & long scope, this role will see you working on some of the most exciting projects in the local market. Hit the Apply for this job button
        now to get more information!About you - We are looking for an experienced Architect or Lead Engineer who has a passion for Data with experience working in enterprise environments on large scale Big Data projectsYou
        will be working end-to-end to Manage & Build Big Data Pipelines for Development with an Agile DevOps approach working across CI/CD frameworks. You will have development and architecture experience
        across a range of cutting-edge tools and technologies including Hadoop, Spark, Python, Scala, Cloudera and /or Hortonworks toolset, Kafka        and many more.You will come from an enterprise commercial background with the ability to interact with the business to tailor solutions accordingly.Essential Skills:

3+ years designing and implementing analytical solutions based on big data platforms.
DevOps Management tools and processes – CI/CD, Ansible, Puppet, Chef etc
Essential experience with: Hadoop, Spark, Python, Scala, Cloudera and /or Hortonworks toolset, Kafka.
Strong technical knowledge of metadata, data integration and BI analytics tools.
Strong understanding and application of Data Quality/Governance initiatives.
Experience with Teradata / Netezza / Oracle Exadata Data warehouse platforms or equivalent.
What’s in it for you:This is one of the busiest and most talked about organisations in the country right now. The project has a huge scope for the next 3 years!  You'll be joining a large Agile team
        with a manager that believes in continual development. This team has excellent staff retention rates and the manager looks for people that want to grow with the company for years to come.  They have a reputation for being a great place to work and even contractors benefit from career growth opportunities and internal promotion. With
        an awesome site, they have a gym, onsite restaurants, bars and cafes.  This is a company that genuinely promotes flexibility and work/life balance,
        really valuing their employees.Hit the Apply for this job button now to get more information! ", this company,7 Mar 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38517657?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
447,"Hadoop Developer - Sydney, Australia",, this company,1 Mar 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38478011?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
448,Senior Hadoop Developer,, this company,25 Feb 2019,$650 - $800 Per Day (Inc Super),Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38429775?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
449,Senior Hadoop Developer,, this company,25 Feb 2019,$650 - $800 Per Day (Inc Super),Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38429760?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
450,"Data Engineer, Senior Big Data Engineer - Big Data Developer AWS, Hadoop, Python","Your Benefits:

Great Remuneration;
End-User Organization;
Work/Life Balance Options;
Top-tier Reputable Brand;
Brand-New and High-Profile Projects;
Organic Growth Opportunities;
Friendly Management;
   
The opportunity for career growth has finally presented itself.     You will be joining a though leader reputable organization in Data Science and Data Engineering. You are an intelligent Senior Data
        Engineer with strong commercial / business background and technical experience in building data pipelines, assisting in the build and validation of models and streamlining the production of models.    This is a business focused
        opportunity where you will directly work with the business units and stakeholders to find creative ways of capture, filtering, analysing, visualising and reporting data across different functions including predictive models
        within risk and pricing functions.    To be successful for this role, your CV will need to reflect on following skill-set:   

Commercial experience as a Senior Data Engineer / Big Data Developer;
Development experience in cloud platforms, Amazon Web Services (AWS) is preferred but other technologies such as Azure are also considered;
Demonstrated experience in building data pipelines within a highly transactional Big Data environment;
Advanced scripting skills with Python / Bash or similar open source toolset;
Demonstrated experience within continuous integration and continuous delivery (CICD)
Strong command of English language and ability to put together design documents;
 Preferred but NOT essential:

Experience within Hadoop eco system development (Spark, Scala ML)
Previous experience across Data Warehousing, ETL, Business Intelligence reporting / data vizualisation;
Demonstrated software engineering / Big Data development background using Java / Python and/or C/C++;
Demonstrated experience in advanced analytics, data filtration, statistical data modelling (ie: regression models), data segmentation and other data models / forecast reporting;
    You can either apply here or send your application directly to Sonia at Sonia@infinitypro.com.au quoting 006DataEngineer or contact us on (02) 9687 1025 for a confidential discussion.
Please ensure all documents are sent in Microsoft word format.
", this company,28 Feb 2019,"Great Rems, Locale, Bonuses + Growth Opportunities",Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38460633?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
451,Project Manager (Data - Data Warehouse - Big Data - Hadoop),, this company,1 Mar 2019,$750 - $900 per day inc super.,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38475874?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
452,QA Engineer - Big Data - Distributed File Systems - Hadoop - Cloudera - T-SQL,"
Company & Culture:-You will join a company that has gone from strength to strength and is enjoying continued growth and success as true leaders in their industry. Their products and services within the
                      finance industry speaks' volumes and are well ahead of the pack. They have an outstanding reputation of continuous improvements and innovative ideas that have helped shape and change their industry for years to come.The team
                      you are going to join is very strong technically so you need to be able to lead and hold your own as an experienced QA Engineer with testing in Big Data and CDH.The Role:-You will need to have
                      strong testing experience around Big Data and Distributed File Systems as well as  experience in testing web services and strong scripting skills.The Project:-You will be working on a Testing
                      at an Enterprise level around Big Data and Distributed File Systems as well as some scripting around Python with a large team in an agile environment.The must have skills:-

6+ years experience in a QA Engineer and/or QA Analyst position
Big Data & Distributed file systems
Cloudera's distribution (CDH)  
Hadoop (HDFS) testing experience
Technology stack (Hive/Impala).
Strong analytical skills
Understanding of Hadoop components
Understanding of ETL and DWH concepts
Data and modelling concepts to analyse and interpret data sets
Hands-on experience in python, shell, PIG scripting & Sqoop
Strong SQL scripting skills and in Hive
Worked in the UNIX / shell environment
MS SQL Server (T-SQL) and other databases is a bonus
Implementing test automation a bonus
Excellent communication skills
Experience with Agile Methodologies
Strong business acumen and internal relationships
IT Degree and/or equivalent Industry experience
 Look forward to reviewing your application and discussing this opportunity with you!
 
 Email: Please click the 'Apply Now' button below. 
", this company,21 Feb 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38407902?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
453,"Data Engineer, Senior Big Data Engineer - AWS, Hadoop, Python, ETL Data Warehous","Your Benefits:

Great Remuneration;
End-User Organization;
Work/Life Balance Options;
Top-tier Reputable Brand;
Brand-New and High-Profile Projects;
Organic Growth Opportunities;
Friendly Management;
   
The opportunity for career growth has finally presented itself.     In this role you will be working at a reputable end-user organization in Sydney CBD area. You are an intelligent Senior Data Engineer
        with strong commercial / business background and technical experience in building data pipelines, assisting in the build and validation of models and streamlining the production of models.    This is a business focused opportunity
        where you will directly work with the business units and stakeholders to find creative ways of capture, filtering, analysing, visualising and reporting data across different functions including predictive models within risk
        and pricing functions.    To be successful for this role, your CV will need to reflect on following skill-set:   

Commercial experience as a Senior Data Engineer / Big Data Developer (mere software development is NOT sufficient);
Development experience in cloud platforms, Amazon Web Services (AWS) is preferred but other technologies such as Azure are also considered;
Demonstrated experience in building data pipelines within a highly transactional Big Data environment;
Advanced scripting skills with Python / Bash or similar open source toolset;
Demonstrated experience within continuous integration and continuous delivery (CICD)
Strong command of English language and ability to put together design documents;
 Preferred but not essential:

Experience within Hadoop eco system development (Spark, Scala ML)
Previous experience across Data Warehousing, ETL, Business Intelligence reporting / data vizualisation;
Demonstrated software engineering / Big Data development background using Java / Python and/or C/C++;
Demonstrated experience in advanced analytics, data filtration, statistical data modelling (ie: regression models), data segmentation and other data models / forecast reporting;
    You can either apply here or send your application directly to Sonia at Sonia@infinitypro.com.au quoting 001DataEngineer or contact us on (02) 9687 1025 for a confidential discussion.
Please ensure all documents are sent in Microsoft word format.
", this company,28 Feb 2019,"Great Rems, Locale, Bonuses + Growth Opportunities",Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38460126?type=standard&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
454,Hadoop Developer,, this company,15 Feb 2019,$650 - $800 Per Day (Inc Super),Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38357624?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
455,BIG DATA ENGINEER - Cloudera / Hortonworks / Spark / Scala ,"
AUSTRALIAN CITIZENS ONLY TO APPLY 
 
My Canberra based clients are looking for an experienced Big Data Architect or Lead Engineer who has a passion for Data with experience working in enterprise environments on large scale Big Data projectsYou
          will have development and architecture experience across a range of cutting-edge tools and technologies including Hadoop, Spark, Python, Scala, Cloudera and
          or Hortonworks, Kafka and many more.

Essential Skills:

AUSTRALIAN CITIZEN


5+ years designing and implementing analytical solutions based on big data platforms.
DevOps Management tools and processes - CI/CD, Ansible, Puppet, Chef etc
Essential experience with: Hadoop, Spark, Python, Scala, Cloudera and /or Hortonworks toolset, Kafka.
Strong technical knowledge of metadata, data integration and BI analytics tools.
Strong understanding and application of Data Quality/Governance initiatives.
Experience with Teradata / Netezza / Oracle Exadata Data warehouse platforms or equivalent.

 
Please apply directly via the Apply for this job button. Only suitable candidates matching client criteria will be contacted.
", this company,11 Feb 2019,Attractive daily rate,Contract/Temp,Information & Communication Technology,Information & Communication Technology,ACT,ACT,https://www.seek.com.au/job/38314744?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
456,Hadoop Developer,, this company,15 Feb 2019,$650 - $800 Per Day (Inc Super),Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38357642?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
457,Senior Test Analyst - Teradata - Hadoop - ETL - Data Warehouse - Unix - SQL,"Company & Culture:-

You will join a company that has gone from strength to strength and is enjoying continued growth and success as true leaders in their industry. Their products and services within the finance industry speaks' volumes and are well
                        ahead of the pack. They have an outstanding reputation of continuous improvements and innovative ideas that have helped shape and change their industry for years to come.The team you are going to join is very strong technically
                        so you need to be able to lead and hold your own as an experienced QA Engineer with testing in Big Data and CDH.The Role:-You will need to have strong testing experience around Big Data and
                        Distributed File Systems as well as  experience in testing web services and strong scripting skills.The Project:-You will be working on a Testing at an Enterprise level around Big Data and
                        Distributed File Systems as well as some scripting around Python with a large team in an agile environment.The must have skills:-

Proven career history working as a Senior Test Analyst with expertise in large data projects 
Big Data & Distributed file systems
Cloudera's distribution (CDH)  
Hadoop (HDFS) testing experience
Technology stack (Hive/Impala).
Strong analytical skills
Understanding of Hadoop components
Understanding of ETL and DWH concepts
Data and modelling concepts to analyse and interpret data sets
Hands-on experience in python, shell, PIG scripting & Sqoop
Strong SQL scripting skills and in Hive
Worked in the UNIX / shell environment
MS SQL Server (T-SQL) and other databases is a bonus
Implementing test automation a bonus
Excellent communication skills
Experience with Agile Methodologies
Strong business acumen and internal relationships
IT Degree and/or equivalent Industry experience
 Look forward to reviewing your application and discussing this opportunity with you!   
 
 Email: Please click the 'Apply Now' button below. 
", this company,25 Feb 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38430611?type=standout&searchrequesttoken=d3c680d2-edbf-4628-9c2f-4eda1f52e665,Hadoop
458,Data Scientist Consultant,"
Join one of Australia's leading technology professional services firm. We are looking for outstanding Data Scientists to join our team.   
The opportunity  
This is a great opportunity for a Data Science Consultant to join a consulting firm that offers a variety of projects and a structured learning and development path. You will work alongside a talented team of consultants who all share your passion
          in building great solutions and learning new skills.
About you
Skills in Data Science and Machine Learning: as a data science consultant you will have proficiency in one or more of Python, R, Scala, Matlab/Octave, Java, C/C++, Go, Javascript, Clojure etc. You will also have either hands
          on experience or good knowledge of the one of the following concepts such as supervised learning, unsupervised learning, reinforcement learning, deep learning, feature engineering, natural language processing, computer vision, signal processing
          etc. Other skills and experience that will be highly regarded are the likes of big data ecosystem technologies (e.g. Spark, Kafka), deep learning frameworks (e.g. TensorFlow, PyTorch, Keras), application and system engineering technologies (Kubernetes,
          Docker etc). Any experience with AWS, Google Cloud Platform or Azure is highly desirable but not mandatory
A desire to learn emerging technologies in Data and Analytics: you have a desire to learn and acquire new skills including deep learning, big data technologies, high performance computing infrastructure etc.
Team player: you like being part of high performing teams and like sharing your knowledge with your peers 
About Servian
We are a professional services firm that puts our people at the heart of our strategy. We help customers challenge status quo by working with them on implementing new and emerging technologies whilst enabling our consultants to continue to learn
          and acquire new skills.
Our business is structured across 5 key practices:

Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics
Customer Engagement - Marketing Campaigns, Campaign Analysis, Customer Insights
Digital - Full stack Development, UI/UX Design, Mobile Development
Artificial Intelligence - Natural Language Processing, Computer Vision, Machine Learning
Cloud & Technology - Cloud Services (AWS, Azure, Google Cloud Platform), Managed Services

What you can expect:

Learning & Development: As a naturally curious individual, you will have many opportunities to develop your technical and consulting skills. We run internal training on a weekly basis (knowledge sharing sessions, focus groups
            and our own Toastmasters Club!) as well as encourage and sponsor certifications.
Variety of projects: As a consultant, you will have the opportunity to work across multiple projects across our client base significantly increasing your skills and exposure in the industry.
Career progression: As a consulting firm, our leadership team is continually looking for technologists who want to develop their careers as people leaders and as senior advisors. You will have an opportunity to build your consulting
            skills as part of our team.

 
If this is you, please send us your CV and a cover letter outlining how you meet our selection criteria for your application to be considered.
", this company,12 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38549522?type=standout&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
459,Data Scientist - Unstructured data modelling,"Talent International is working in partnership with a major federal government organisation to assist in sourcing a Data Scientist on contract based in Sydney CBD.Working within a team of other data scientists the successful applicant will
        develop analytical solutions to deliver transformative technical projects which provide significant business.The work involves unstructured data modelling to identify risk themes and topics from vast document collections, text mining, image
        classification and automation. Key duties of the role will include
        
Work with a cross functional team of analysts, report developers and engineers to move Proof-of-Concept models/products to production for clients 
Utilise complex analytic techniques and experimental methods independently to develop technological solutions to achieve business outcomes, using computational methods to discover data patterns and to develop classification, prediction and optimisation
            models 
Manipulate and analyse big data from disparate systems 
Apply in depth knowledge in forecasting, statistics, econometric modelling, linear programming and other optimisation algorithms and quantitative techniques, strong data cleansing skills and experience in devising testing methods 
Develop, enhance and maintain a range of mathematical models to monitor demand and analyse behaviour 
 In order to be considered we are seeking talented data scientists who meet the following criteria:
        
A proficient and well-defined knowledge of SQL and, either R, or, Python statistical programming languages.
An ability to work with datasets of all types and formats specifically images and unstructured text. An understanding of data scales and sizes and related techniques, risks and impacts. 
Experience with Hadoop/Spark, Solr, Tika, Tesseract, Hive, Impala, TensorFlow, D3JS, R Shiny, Superset. 
Australian Citizenship is MANDATORY in order to be considered. For immediate consideration please forward a copy of your current resume via the APPLY NOW button or email Patrick at Talent International on patricko@talentinternational.com.auFor
        further queries please call (02) 9223 9855. ", this company,6 Mar 2019,$ excellent rate,Contract/Temp,Science & Technology,Science & Technology,Sydney,Sydney,https://www.seek.com.au/job/38508350?type=standout&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
460,Machine Learning Engineer,"
A rare opportunity with an exciting early stage business that will be revolutionary in its field.   To be successful in this role you will have Commercial experience of Machine learning development platforms such as TensorFlow
        and Theano.This role will give you the opportunity to enhance the Machine learning capability internally and work alongside a team of talented developers.  - Have proven experience delivering new ML projects across different
                  platforms within small environments.   - Excellent programming language Solid programming skills with at least one       language: Python, Java, Scala, R or other -
        Background in Machine Learning, Deep Learning and Statistics   - MSc or PhD in Computer Science, Statistics, Computational Mathematics, or     a related field 
Please apply for immediate consideration and a confidential discussion around the role and company.  
", this company,1 Mar 2019,,Contract/Temp,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38477387?type=standard&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
461,Software Engineering Lead - Machine Learning,"
A leading financial institution undergoing game changing transformation is seeking a Software Engineering Chapter Lead to sit within their Integration and Automation squad working on machine learning automated projects.If you are wanting
              to join an innovative, agile and cross-functional team please read on below.About the role:This role will see you liaise with key internal business stakeholders and leadyour squad to automate various business
              processes across the many finance teams within the bank. A strong focus is on high quality system development, analysis and debugging, mentoring and leadership within this growing technology team.Duties:Working
              within a complex software development environment you and the members of your squad will design, develop, test, deploy maintain and improve workflow and automation software.You will continue to uphold outstanding agile delivery integrating
              internal banking applications,, you and your team will participate in code reviews, white box testing, write tests and ensure the smooth integration and automation of everyday tasks within the domains.Skills and Experience:

Skilled in Java, Node.js, Python, Devops practice
Excellent experience within complex finance systems
Knowledge of CI/CD and testing tools including selenium 
Team lead experience, minimum of 6 people 
Commercial RPA and Machine learning experience
Excellent interpersonal skills
Willingness to learn and grow within the company

Company Culture:This company has national reach and with it, amazing people and latest technology to work with.With an agile product development environment and support from a variety of teams means you'll
              be part of an innovative and highly motivated environment.Benefits:

Truly flexible working policy
Latest tech- if you know of a trend or tool your team don't, there will be free reign to innovate
Above industry average remuneration

If this is a role that matches up to your background and you'd like to learn more about it, please get in contact with Nat Giuliani in our Melbourne office: natalie.giuliani@teksystems.com or call on 03 9918 0937 quoting job number 511941
              after applying directly here.
", this company,4 Mar 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Melbourne,Melbourne,https://www.seek.com.au/job/38484194?type=standard&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
462,Full Stack Developer - Python - Perm Role - Sydney,, this company,8 Mar 2019,Competitive Market Rates,Full Time,Information & Communication Technology,Information & Communication Technology,Sydney,Sydney,https://www.seek.com.au/job/38530169?type=standard&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
463,Machine Learning - Software Engineer,"
A leading financial institution undergoing game changing transformation is seeking a Software Engineer to sit within their Integration and Automation squad working on machine learning automated projects. If you are wanting to
              join an innovative, agile and cross-functional team please read on below.About the role:This role will see you liaise with key internal business stakeholders and work within your squad to automate various
              business processes across the many finance teams within the bank. A strong focus is on high quality system development, analysis and debugging within this growing technology team.Duties:Working within a complex
              software development environment you and the other members of your squad will design, develop, test, deploy maintain and improve workflow and automation software.You will continue to uphold outstanding agile delivery integrating
              internal banking applications,, you and your team will participate in code reviews, white box testing, write tests and ensure the smooth integration and automation of everyday tasks within the domains.Skills and Experience:

Skilled in Java, Node.js, Python
Excellent experience within complex finance systems
Knowledge of CI/CD and testing tools
RPA and Machine learning experince 
Previous software engineering experience
Excellent interpersonal skills
Willingness to learn and grow within the company

Company Culture:This company has national reach and with it, amazing people and latest technology to work with.With an agile product development environment and support from a variety of teams means you'll
              be part of an innovative and highly motivated environment.Benefits:

Truly flexible working policy
Latest tech- if you know of a trend or tool your team don't, there will be free reign to innovate
Above industry average remuneration

If this is a role that matches up to your background and you'd like to learn more about it, please get in contact with Nat Giuliani in our Melbourne office: natalie.giuliani@teksystems.com or call on 03 9918 0937 quoting job number 511939
              after applying directly here.
", this company,28 Feb 2019,,Full Time,Information & Communication Technology,Information & Communication Technology,Melbourne,Melbourne,https://www.seek.com.au/job/38467162?type=standard&searchrequesttoken=90564fb9-c53c-4aed-9b22-90175222909f,Machine-Learning
